"Gene","ModuleColor","ModuleLabel"
"MORN5","turquoise",1
"MOS","brown",3
"MOSC2","yellow",4
"MOSPD3","turquoise",1
"MOV10","brown",3
"MOV10L1","grey",0
"MOXD1","grey",0
"MPDU1","grey",0
"MPDZ","yellow",4
"MPEG1","grey",0
"MPG","blue",2
"MPHOSPH10","turquoise",1
"MPHOSPH6","turquoise",1
"MPHOSPH8","turquoise",1
"MPHOSPH9","brown",3
"MPI","turquoise",1
"MPND","turquoise",1
"MPO","blue",2
"MPP2","grey",0
"MPP3","grey",0
"MPP4","grey",0
"MPP5","turquoise",1
"MPP6","blue",2
"MPP7","blue",2
"MPPE1","grey",0
"MPPED1","brown",3
"MPPED2","yellow",4
"MPRIP","grey",0
"MPV17","turquoise",1
"MPV17L2","turquoise",1
"MPZL1","blue",2
"MPZL2","brown",3
"MPZL3","turquoise",1
"MRAP2","turquoise",1
"MRC2","blue",2
"MRE11A","turquoise",1
"MREG","green",5
"MRFAP1","turquoise",1
"MRFAP1L1","turquoise",1
"MRGPRD","brown",3
"MRGPRE","brown",3
"MRGPRF","brown",3
"MRGPRG","brown",3
"MRI1","grey",0
"MRM1","brown",3
"MRO","brown",3
"MRP63","grey",0
"MRPL10","turquoise",1
"MRPL11","turquoise",1
"MRPL12","grey",0
"MRPL13","turquoise",1
"MRPL14","blue",2
"MRPL15","grey",0
"MRPL16","blue",2
"MRPL17","turquoise",1
"MRPL18","turquoise",1
"MRPL19","grey",0
"MRPL2","turquoise",1
"MRPL21","grey",0
"MRPL22","turquoise",1
"MRPL23","grey",0
"MRPL24","turquoise",1
"MRPL27","turquoise",1
"MRPL28","turquoise",1
"MRPL3","grey",0
"MRPL30","turquoise",1
"MRPL32","turquoise",1
"MRPL33","blue",2
"MRPL34","turquoise",1
"MRPL35","grey",0
"MRPL36","green",5
"MRPL37","turquoise",1
"MRPL38","grey",0
"MRPL39","turquoise",1
"MRPL4","turquoise",1
"MRPL40","grey",0
"MRPL42","turquoise",1
"MRPL42P5","blue",2
"MRPL43","turquoise",1
"MRPL44","grey",0
"MRPL46","turquoise",1
"MRPL47","turquoise",1
"MRPL48","grey",0
"MRPL49","turquoise",1
"MRPL50","turquoise",1
"MRPL51","turquoise",1
"MRPL52","turquoise",1
"MRPL53","grey",0
"MRPL54","turquoise",1
"MRPL55","turquoise",1
"MRPL9","turquoise",1
"MRPS10","grey",0
"MRPS11","turquoise",1
"MRPS12","turquoise",1
"MRPS14","turquoise",1
"MRPS15","turquoise",1
"MRPS16","turquoise",1
"MRPS18A","grey",0
"MRPS18B","turquoise",1
"MRPS18C","turquoise",1
"MRPS21","turquoise",1
"MRPS22","grey",0
"MRPS23","brown",3
"MRPS24","turquoise",1
"MRPS26","grey",0
"MRPS27","turquoise",1
"MRPS28","grey",0
"MRPS30","turquoise",1
"MRPS31","turquoise",1
"MRPS33","blue",2
"MRPS34","turquoise",1
"MRPS35","turquoise",1
"MRPS36","turquoise",1
"MRPS5","turquoise",1
"MRPS6","turquoise",1
"MRPS7","turquoise",1
"MRPS9","grey",0
"MRRF","turquoise",1
"MRS2","turquoise",1
"MRTO4","turquoise",1
"MRVI1","brown",3
"MS4A1","blue",2
"MS4A10","brown",3
"MS4A13","blue",2
"MS4A2","brown",3
"MS4A3","blue",2
"MS4A6A","blue",2
"MS4A8B","green",5
"MSC","brown",3
"MSGN1","brown",3
"MSH2","turquoise",1
"MSH3","turquoise",1
"MSH4","grey",0
"MSH5","grey",0
"MSH6","grey",0
"MSI1","grey",0
"MSI2","brown",3
"MSL1","turquoise",1
"MSL2","turquoise",1
"MSLN","brown",3
"MSLNL","brown",3
"MSMP","grey",0
"MSR1","grey",0
"MSRA","blue",2
"MSRB3","blue",2
"MST1P2","turquoise",1
"MST1R","grey",0
"MSX1","yellow",4
"MSX2","yellow",4
"MT1A","grey",0
"MT1B","brown",3
"MT1DP","grey",0
"MT1F","grey",0
"MT1G","brown",3
"MT1H","brown",3
"MT1L","brown",3
"MT1M","yellow",4
"MT2A","blue",2
"MT3","grey",0
"MTA1","blue",2
"MTA2","grey",0
"MTA3","grey",0
"MTAP","grey",0
"MTBP","turquoise",1
"MTCH1","grey",0
"MTCH2","turquoise",1
"MTDH","brown",3
"MTERFD1","turquoise",1
"MTERFD2","grey",0
"MTERFD3","turquoise",1
"MTF1","turquoise",1
"MTF2","turquoise",1
"MTFR1","turquoise",1
"MTG1","grey",0
"MTHFD1","turquoise",1
"MTHFD1L","blue",2
"MTHFD2","turquoise",1
"MTHFD2L","grey",0
"MTHFR","blue",2
"MTHFSD","green",5
"MTIF2","turquoise",1
"MTIF3","turquoise",1
"MTL5","grey",0
"MTMR10","turquoise",1
"MTMR11","grey",0
"MTMR12","turquoise",1
"MTMR15","grey",0
"MTMR4","turquoise",1
"MTMR6","turquoise",1
"MTMR7","yellow",4
"MTMR9","turquoise",1
"MTMR9L","blue",2
"MTNR1A","yellow",4
"MTNR1B","grey",0
"MTO1","turquoise",1
"MTOR","turquoise",1
"MTP18","green",5
"MTPAP","turquoise",1
"MTPN","turquoise",1
"MTR","turquoise",1
"MTRF1L","turquoise",1
"MTRR","turquoise",1
"MTSS1","grey",0
"MTSS1L","yellow",4
"MTTP","grey",0
"MTUS1","grey",0
"MTUS2","grey",0
"MTX1","blue",2
"MUC1","turquoise",1
"MUC12","turquoise",1
"MUC13","brown",3
"MUC2","blue",2
"MUC21","brown",3
"MUC4","brown",3
"MUC5B","brown",3
"MUC6","brown",3
"MUDENG","turquoise",1
"MUL1","turquoise",1
"MUM1","blue",2
"MUPCDH","brown",3
"MURC","turquoise",1
"MUS81","turquoise",1
"MUSK","brown",3
"MUSTN1","turquoise",1
"MUT","turquoise",1
"MUTED","turquoise",1
"MUTYH","grey",0
"MVD","grey",0
"MVK","turquoise",1
"MVP","green",5
"MX1","grey",0
"MXD1","turquoise",1
"MXD3","blue",2
"MXD4","brown",3
"MXI1","turquoise",1
"MXRA7","grey",0
"MXRA8","blue",2
"MYADM","turquoise",1
"MYADML2","brown",3
"MYB","blue",2
"MYBBP1A","blue",2
"MYBL1","grey",0
"MYBL2","turquoise",1
"MYBPC1","blue",2
"MYBPC2","turquoise",1
"MYBPC3","yellow",4
"MYBPH","brown",3
"MYBPHL","yellow",4
"MYC","turquoise",1
"MYCBP","turquoise",1
"MYCBP2","grey",0
"MYCBPAP","grey",0
"MYCL1","brown",3
"MYCN","blue",2
"MYD88","turquoise",1
"MYEF2","grey",0
"MYEOV","grey",0
"MYEOV2","grey",0
"MYF6","yellow",4
"MYH1","brown",3
"MYH10","blue",2
"MYH11","grey",0
"MYH13","brown",3
"MYH14","yellow",4
"MYH16","brown",3
"MYH3","brown",3
"MYH4","brown",3
"MYH6","brown",3
"MYH7","brown",3
"MYH7B","brown",3
"MYH8","brown",3
"MYH9","grey",0
"MYL1","green",5
"MYL10","blue",2
"MYL12A","grey",0
"MYL12B","grey",0
"MYL2","grey",0
"MYL3","blue",2
"MYL4","blue",2
"MYL5","blue",2
"MYL6","turquoise",1
"MYL6B","turquoise",1
"MYL7","brown",3
"MYL9","blue",2
"MYLIP","turquoise",1
"MYLK","blue",2
"MYLK2","blue",2
"MYLK3","grey",0
"MYLK4","blue",2
"MYLPF","turquoise",1
"MYNN","turquoise",1
"MYO10","brown",3
"MYO15A","turquoise",1
"MYO15B","grey",0
"MYO16","grey",0
"MYO18A","blue",2
"MYO18B","blue",2
"MYO19","turquoise",1
"MYO1A","grey",0
"MYO1C","blue",2
"MYO1D","grey",0
"MYO1E","grey",0
"MYO1F","grey",0
"MYO1G","grey",0
"MYO3A","yellow",4
"MYO5A","grey",0
"MYO5C","grey",0
"MYO7A","grey",0
"MYO7B","yellow",4
"MYO9A","grey",0
"MYO9B","turquoise",1
"MYOC","brown",3
"MYOCD","brown",3
"MYOD1","yellow",4
"MYOF","brown",3
"MYOG","grey",0
"MYOM1","grey",0
"MYOM2","brown",3
"MYOM3","grey",0
"MYOZ1","brown",3
"MYOZ3","grey",0
"MYRIP","yellow",4
"MYST1","grey",0
"MYST2","turquoise",1
"MYST4","blue",2
"MYT1","grey",0
"MYT1L","brown",3
"MZF1","grey",0
"Magmas","turquoise",1
"N4BP1","blue",2
"N4BP2","grey",0
"N4BP2L1","grey",0
"N4BP3","grey",0
"N6AMT2","turquoise",1
"NAA11","brown",3
"NAA15","turquoise",1
"NAA16","turquoise",1
"NAA20","turquoise",1
"NAA25","turquoise",1
"NAA30","turquoise",1
"NAA35","turquoise",1
"NAA38","green",5
"NAA40","turquoise",1
"NAA50","turquoise",1
"NAAA","green",5
"NAALADL1","brown",3
"NAB1","grey",0
"NAB2","turquoise",1
"NACA","turquoise",1
"NACA2","grey",0
"NACAP1","brown",3
"NACC1","turquoise",1
"NACC2","blue",2
"NADK","blue",2
"NADSYN1","blue",2
"NAE1","turquoise",1
"NAF1","brown",3
"NAGA","turquoise",1
"NAGK","turquoise",1
"NAGLU","blue",2
"NAGPA","brown",3
"NAGS","grey",0
"NAIF1","turquoise",1
"NALCN","grey",0
"NAMPT","grey",0
"NANOG","brown",3
"NANOS1","grey",0
"NANOS2","grey",0
"NANOS3","grey",0
"NANP","grey",0
"NAP1L4","grey",0
"NAP1L5","grey",0
"NAPA","blue",2
"NAPEPLD","grey",0
"NAPG","grey",0
"NAPRT1","blue",2
"NAPSA","blue",2
"NAPSB","blue",2
"NARF","blue",2
"NARFL","grey",0
"NARG2","turquoise",1
"NARS","turquoise",1
"NARS2","turquoise",1
"NASP","turquoise",1
"NAT1","brown",3
"NAT10","turquoise",1
"NAT14","grey",0
"NAT15","grey",0
"NAT6","turquoise",1
"NAT8L","yellow",4
"NAT9","turquoise",1
"NAV1","yellow",4
"NAV2","blue",2
"NBAS","turquoise",1
"NBEA","yellow",4
"NBEAL2","blue",2
"NBL1","grey",0
"NBLA00301","yellow",4
"NBN","turquoise",1
"NBPF1","blue",2
"NBPF11","grey",0
"NBPF3","grey",0
"NBR1","turquoise",1
"NCALD","blue",2
"NCAM1","grey",0
"NCAM2","brown",3
"NCAPD2","turquoise",1
"NCAPD3","turquoise",1
"NCAPG","turquoise",1
"NCAPG2","grey",0
"NCAPH","turquoise",1
"NCBP1","turquoise",1
"NCBP2","turquoise",1
"NCCRP1","green",5
"NCDN","grey",0
"NCEH1","turquoise",1
"NCF4","blue",2
"NCK1","turquoise",1
"NCK2","blue",2
"NCKAP1","grey",0
"NCKAP5","yellow",4
"NCKAP5L","turquoise",1
"NCKIPSD","grey",0
"NCL","turquoise",1
"NCLN","blue",2
"NCOA1","blue",2
"NCOA2","blue",2
"NCOA3","turquoise",1
"NCOA4","blue",2
"NCOA5","grey",0
"NCOA6","turquoise",1
"NCOA7","turquoise",1
"NCOR1","turquoise",1
"NCOR2","blue",2
"NCR1","grey",0
"NCR2","yellow",4
"NCR3","green",5
"NCRNA00029","brown",3
"NCRNA00051","grey",0
"NCRNA00081","grey",0
"NCRNA00085","brown",3
"NCRNA00092","brown",3
"NCRNA00093","blue",2
"NCRNA00094","grey",0
"NCRNA00095","blue",2
"NCRNA00111","blue",2
"NCRNA00114","grey",0
"NCRNA00119","grey",0
"NCRNA00120","turquoise",1
"NCRNA00158","grey",0
"NCRNA00160","grey",0
"NCRNA00162","brown",3
"NCRNA00164","brown",3
"NCRNA00167","turquoise",1
"NCRNA00169","turquoise",1
"NCRNA00171","blue",2
"NCRNA00173","blue",2
"NCRNA00174","yellow",4
"NCRNA00175","brown",3
"NCRNA00176","turquoise",1
"NCRNA00181","grey",0
"NCRNA00188","turquoise",1
"NCRNA00189","blue",2
"NCRNA00200","brown",3
"NCRNA00219","turquoise",1
"NCSTN","turquoise",1
"NDC80","turquoise",1
"NDE1","blue",2
"NDEL1","grey",0
"NDFIP1","grey",0
"NDFIP2","grey",0
"NDN","grey",0
"NDRG1","blue",2
"NDRG2","blue",2
"NDRG3","turquoise",1
"NDRG4","turquoise",1
"NDST1","blue",2
"NDST2","grey",0
"NDUFA10","yellow",4
"NDUFA11","blue",2
"NDUFA12","turquoise",1
"NDUFA13","turquoise",1
"NDUFA2","turquoise",1
"NDUFA3","grey",0
"NDUFA4","turquoise",1
"NDUFA4L2","blue",2
"NDUFA5","turquoise",1
"NDUFA6","turquoise",1
"NDUFA7","green",5
"NDUFA8","turquoise",1
"NDUFA9","turquoise",1
"NDUFAB1","turquoise",1
"NDUFAF1","grey",0
"NDUFAF2","turquoise",1
"NDUFAF3","turquoise",1
"NDUFAF4","turquoise",1
"NDUFB1","turquoise",1
"NDUFB10","grey",0
"NDUFB2","grey",0
"NDUFB3","turquoise",1
"NDUFB5","turquoise",1
"NDUFB7","turquoise",1
"NDUFB8","grey",0
"NDUFB9","turquoise",1
"NDUFC1","turquoise",1
"NDUFS1","turquoise",1
"NDUFS2","blue",2
"NDUFS3","grey",0
"NDUFS6","brown",3
"NDUFS7","grey",0
"NDUFS8","blue",2
"NDUFV1","turquoise",1
"NDUFV2","turquoise",1
"NDUFV3","turquoise",1
"NEAT1","grey",0
"NEB","brown",3
"NEBL","grey",0
"NECAB1","blue",2
"NECAB3","blue",2
"NECAP1","turquoise",1
"NECAP2","turquoise",1
"NEDD1","grey",0
"NEDD4","blue",2
"NEDD4L","blue",2
"NEDD8","turquoise",1
"NEDD9","turquoise",1
"NEFH","yellow",4
"NEFL","yellow",4
"NEFM","yellow",4
"NEGR1","grey",0
"NEIL1","brown",3
"NEIL2","turquoise",1
"NEIL3","turquoise",1
"NEK1","turquoise",1
"NEK11","turquoise",1
"NEK2","blue",2
"NEK3","blue",2
"NEK4","grey",0
"NEK5","blue",2
"NEK6","blue",2
"NEK7","turquoise",1
"NEK8","turquoise",1
"NEK9","turquoise",1
"NELF","blue",2
"NELL1","yellow",4
"NELL2","brown",3
"NEO1","turquoise",1
"NET1","brown",3
"NETO1","yellow",4
"NETO2","grey",0
"NEU1","grey",0
"NEU3","turquoise",1
"NEU4","blue",2
"NEURL","grey",0
"NEURL1B","brown",3
"NEURL2","grey",0
"NEURL3","brown",3
"NEURL4","turquoise",1
"NEUROD1","yellow",4
"NEUROD2","grey",0
"NEUROD6","grey",0
"NEUROG1","yellow",4
"NEUROG2","yellow",4
"NF1","turquoise",1
"NF2","turquoise",1
"NFAM1","blue",2
"NFASC","yellow",4
"NFAT5","turquoise",1
"NFATC1","brown",3
"NFATC2","blue",2
"NFATC2IP","turquoise",1
"NFATC4","grey",0
"NFE2","blue",2
"NFE2L1","turquoise",1
"NFE2L2","turquoise",1
"NFE2L3","blue",2
"NFIA","blue",2
"NFIB","grey",0
"NFIC","blue",2
"NFIL3","brown",3
"NFIX","brown",3
"NFKB1","turquoise",1
"NFKB2","turquoise",1
"NFKBIA","green",5
"NFKBIB","turquoise",1
"NFKBID","grey",0
"NFKBIE","grey",0
"NFKBIL1","blue",2
"NFKBIL2","grey",0
"NFKBIZ","grey",0
"NFRKB","turquoise",1
"NFS1","grey",0
"NFU1","turquoise",1
"NFX1","turquoise",1
"NFXL1","grey",0
"NFYA","turquoise",1
"NFYB","grey",0
"NFYC","turquoise",1
"NGB","brown",3
"NGDN","brown",3
"NGEF","grey",0
"NGF","yellow",4
"NGFR","turquoise",1
"NGLY1","grey",0
"NGRN","turquoise",1
"NHEDC2","blue",2
"NHEJ1","turquoise",1
"NHLH1","grey",0
"NHLH2","yellow",4
"NHLRC1","brown",3
"NHLRC2","turquoise",1
"NHLRC3","turquoise",1
"NHLRC4","blue",2
"NHP2","grey",0
"NHP2L1","grey",0
"NHSL1","blue",2
"NICN1","blue",2
"NID1","yellow",4
"NID2","blue",2
"NIF3L1","turquoise",1
"NIN","brown",3
"NINJ1","green",5
"NINJ2","grey",0
"NIP7","grey",0
"NIPA1","turquoise",1
"NIPA2","grey",0
"NIPAL1","grey",0
"NIPAL2","blue",2
"NIPAL3","turquoise",1
"NIPAL4","grey",0
"NIPBL","turquoise",1
"NIPSNAP1","turquoise",1
"NIPSNAP3A","turquoise",1
"NISCH","grey",0
"NIT1","turquoise",1
"NIT2","turquoise",1
"NKAIN1","brown",3
"NKAIN2","grey",0
"NKAIN3","yellow",4
"NKAIN4","brown",3
"NKAPL","brown",3
"NKD1","turquoise",1
"NKD2","green",5
"NKG7","blue",2
"NKIRAS1","blue",2
"NKIRAS2","grey",0
"NKPD1","turquoise",1
"NKTR","grey",0
"NKX1-2","grey",0
"NKX2-1","yellow",4
"NKX2-2","yellow",4
"NKX2-3","blue",2
"NKX2-5","yellow",4
"NKX2-6","yellow",4
"NKX2-8","yellow",4
"NKX3-1","brown",3
"NKX3-2","yellow",4
"NKX6-1","yellow",4
"NKX6-2","grey",0
"NKX6-3","grey",0
"NLE1","turquoise",1
"NLGN1","yellow",4
"NLGN2","yellow",4
"NLK","turquoise",1
"NLN","turquoise",1
"NLRC3","grey",0
"NLRC5","grey",0
"NLRP1","turquoise",1
"NLRP10","brown",3
"NLRP11","brown",3
"NLRP12","blue",2
"NLRP14","yellow",4
"NLRP3","grey",0
"NLRP4","brown",3
"NLRX1","brown",3
"NMB","turquoise",1
"NMBR","yellow",4
"NME1","turquoise",1
"NME1-NME2","turquoise",1
"NME2","blue",2
"NME3","blue",2
"NME5","brown",3
"NME6","grey",0
"NME7","turquoise",1
"NMI","turquoise",1
"NMNAT1","brown",3
"NMNAT2","yellow",4
"NMNAT3","turquoise",1
"NMRAL1","grey",0
"NMS","brown",3
"NMT1","green",5
"NMU","grey",0
"NMUR1","brown",3
"NNAT","grey",0
"NNMT","brown",3
"NNT","turquoise",1
"NOB1","grey",0
"NOC3L","turquoise",1
"NOC4L","blue",2
"NOD1","grey",0
"NOD2","blue",2
"NODAL","grey",0
"NOG","blue",2
"NOL10","turquoise",1
"NOL11","turquoise",1
"NOL12","turquoise",1
"NOL3","blue",2
"NOL4","yellow",4
"NOL6","turquoise",1
"NOL7","turquoise",1
"NOL8","turquoise",1
"NOL9","grey",0
"NOLC1","grey",0
"NOM1","grey",0
"NOP14","brown",3
"NOP16","turquoise",1
"NOP2","turquoise",1
"NOP56","brown",3
"NOP58","turquoise",1
"NOS1","brown",3
"NOS1AP","blue",2
"NOS2","yellow",4
"NOS3","grey",0
"NOSIP","blue",2
"NOSTRIN","blue",2
"NOTCH1","grey",0
"NOTCH3","yellow",4
"NOTCH4","brown",3
"NOTO","brown",3
"NOTUM","grey",0
"NOVA1","yellow",4
"NOX3","green",5
"NOX4","yellow",4
"NOXA1","grey",0
"NOXO1","blue",2
"NPAS2","grey",0
"NPAS3","yellow",4
"NPAS4","grey",0
"NPAT","turquoise",1
"NPB","grey",0
"NPBWR1","yellow",4
"NPBWR2","brown",3
"NPC1","turquoise",1
"NPC1L1","brown",3
"NPC2","grey",0
"NPDC1","grey",0
"NPEPL1","grey",0
"NPFF","blue",2
"NPFFR1","grey",0
"NPHP1","turquoise",1
"NPHP3","grey",0
"NPHP4","grey",0
"NPHS2","grey",0
"NPLOC4","blue",2
"NPM1","turquoise",1
"NPM2","blue",2
"NPM3","yellow",4
"NPNT","yellow",4
"NPPA","grey",0
"NPPC","grey",0
"NPR1","blue",2
"NPR3","yellow",4
"NPS","brown",3
"NPSR1","brown",3
"NPTN","grey",0
"NPTX1","grey",0
"NPTX2","yellow",4
"NPTXR","grey",0
"NPW","grey",0
"NPY","grey",0
"NPY1R","yellow",4
"NPY2R","yellow",4
"NPY5R","yellow",4
"NQO1","turquoise",1
"NQO2","blue",2
"NR0B2","brown",3
"NR1D1","turquoise",1
"NR1D2","grey",0
"NR1H2","turquoise",1
"NR1H3","blue",2
"NR1H4","brown",3
"NR1I2","blue",2
"NR1I3","brown",3
"NR2C1","turquoise",1
"NR2C2","blue",2
"NR2C2AP","turquoise",1
"NR2E1","yellow",4
"NR2E3","brown",3
"NR2F1","yellow",4
"NR2F2","yellow",4
"NR2F6","brown",3
"NR3C1","turquoise",1
"NR3C2","turquoise",1
"NR4A1","brown",3
"NR4A2","brown",3
"NR4A3","brown",3
"NR5A2","grey",0
"NR6A1","yellow",4
"NRARP","grey",0
"NRBF2","turquoise",1
"NRBP1","grey",0
"NRBP2","grey",0
"NRCAM","green",5
"NRD1","turquoise",1
"NRF1","turquoise",1
"NRG1","yellow",4
"NRG2","grey",0
"NRG3","yellow",4
"NRGN","blue",2
"NRIP1","blue",2
"NRIP3","red",6
"NRL","grey",0
"NRM","green",5
"NRN1","brown",3
"NRN1L","turquoise",1
"NRP1","brown",3
"NRP2","turquoise",1
"NRSN1","grey",0
"NRSN2","brown",3
"NRTN","grey",0
"NRXN1","yellow",4
"NRXN2","blue",2
"NRXN3","grey",0
"NSA2","turquoise",1
"NSD1","grey",0
"NSFL1C","yellow",4
"NSMAF","grey",0
"NSMCE1","turquoise",1
"NSMCE2","turquoise",1
"NSMCE4A","grey",0
"NSUN2","grey",0
"NSUN3","turquoise",1
"NSUN4","turquoise",1
"NSUN6","turquoise",1
"NSUN7","yellow",4
"NT5C","turquoise",1
"NT5C1A","yellow",4
"NT5C2","turquoise",1
"NT5C3","grey",0
"NT5C3L","grey",0
"NT5DC1","turquoise",1
"NT5DC2","grey",0
"NT5DC3","grey",0
"NT5E","grey",0
"NT5M","green",5
"NTAN1","turquoise",1
"NTF3","grey",0
"NTHL1","blue",2
"NTM","brown",3
"NTN1","grey",0
"NTN3","grey",0
"NTN4","grey",0
"NTN5","grey",0
"NTNG1","blue",2
"NTNG2","blue",2
"NTRK1","blue",2
"NTRK3","yellow",4
"NTSR1","yellow",4
"NTSR2","brown",3
"NUAK1","yellow",4
"NUAK2","turquoise",1
"NUBP2","turquoise",1
"NUBPL","turquoise",1
"NUCB2","grey",0
"NUCKS1","turquoise",1
"NUDC","grey",0
"NUDCD1","grey",0
"NUDCD2","turquoise",1
"NUDCD3","turquoise",1
"NUDT1","brown",3
"NUDT14","grey",0
"NUDT15","turquoise",1
"NUDT16","turquoise",1
"NUDT16L1","grey",0
"NUDT16P","yellow",4
"NUDT17","blue",2
"NUDT18","turquoise",1
"NUDT19","turquoise",1
"NUDT21","grey",0
"NUDT22","turquoise",1
"NUDT3","turquoise",1
"NUDT4","grey",0
"NUDT4P1","grey",0
"NUDT5","turquoise",1
"NUDT6","grey",0
"NUDT7","turquoise",1
"NUDT8","grey",0
"NUDT9","turquoise",1
"NUF2","turquoise",1
"NUFIP1","turquoise",1
"NUFIP2","turquoise",1
"NUMA1","grey",0
"NUMBL","grey",0
"NUP107","turquoise",1
"NUP133","turquoise",1
"NUP153","grey",0
"NUP155","turquoise",1
"NUP160","turquoise",1
"NUP205","turquoise",1
"NUP210","yellow",4
"NUP210L","grey",0
"NUP214","turquoise",1
"NUP37","grey",0
"NUP43","turquoise",1
"NUP54","turquoise",1
"NUP62","grey",0
"NUP85","turquoise",1
"NUP88","turquoise",1
"NUP93","grey",0
"NUP98","turquoise",1
"NUPL1","turquoise",1
"NUPL2","grey",0
"NUPR1","brown",3
"NUS1","turquoise",1
"NUSAP1","turquoise",1
"NUTF2","turquoise",1
"NVL","turquoise",1
"NWD1","red",6
"NXF1","blue",2
"NXN","brown",3
"NXNL1","brown",3
"NXPH1","yellow",4
"NXPH2","yellow",4
"NXPH3","grey",0
"NXPH4","brown",3
"NXT1","turquoise",1
"NYNRIN","blue",2
"OAF","grey",0
"OAS2","grey",0
"OAS3","turquoise",1
"OASL","turquoise",1
"OAT","turquoise",1
"OAZ1","grey",0
"OAZ2","turquoise",1
"OAZ3","turquoise",1
"OBFC2A","green",5
"OBFC2B","blue",2
"OBP2B","grey",0
"OBSCN","brown",3
"OBSL1","turquoise",1
"OC90","brown",3
"OCA2","turquoise",1
"OCEL1","turquoise",1
"OCIAD1","turquoise",1
"OCIAD2","grey",0
"OCLN","blue",2
"ODAM","brown",3
"ODC1","grey",0
"ODF2","turquoise",1
"ODF2L","turquoise",1
"ODF3B","brown",3
"ODF3L1","blue",2
"ODF3L2","brown",3
"ODZ2","green",5
"ODZ3","grey",0
"ODZ4","yellow",4
"OGDH","turquoise",1
"OGDHL","yellow",4
"OGFOD1","grey",0
"OGFOD2","grey",0
"OGFRL1","blue",2
"OGG1","grey",0
"OIP5","turquoise",1
"OLA1","turquoise",1
"OLAH","grey",0
"OLFM1","grey",0
"OLFM2","turquoise",1
"OLFM3","yellow",4
"OLFML1","brown",3
"OLFML2A","grey",0
"OLFML2B","grey",0
"OLFML3","blue",2
"OLIG2","yellow",4
"OLIG3","yellow",4
"OLR1","blue",2
"OMA1","grey",0
"OMP","brown",3
"ONECUT1","yellow",4
"ONECUT2","yellow",4
"ONECUT3","grey",0
"OOEP","brown",3
"OPA1","grey",0
"OPA3","blue",2
"OPALIN","brown",3
"OPCML","yellow",4
"OPLAH","blue",2
"OPN1SW","grey",0
"OPN3","grey",0
"OPN5","brown",3
"OPRD1","yellow",4
"OPRK1","yellow",4
"OPRL1","brown",3
"OPRM1","yellow",4
"OPTC","brown",3
"OPTN","turquoise",1
"OR10A3","brown",3
"OR10A4","brown",3
"OR10A6","brown",3
"OR10AD1","grey",0
"OR10AG1","green",5
"OR10C1","brown",3
"OR10G2","brown",3
"OR10G3","brown",3
"OR10G4","brown",3
"OR10H2","grey",0
"OR10J1","green",5
"OR10J3","brown",3
"OR10J5","green",5
"OR10K2","brown",3
"OR10P1","grey",0
"OR10S1","brown",3
"OR10T2","blue",2
"OR10V1","brown",3
"OR10W1","green",5
"OR10X1","brown",3
"OR10Z1","green",5
"OR11A1","brown",3
"OR12D2","grey",0
"OR12D3","brown",3
"OR13A1","grey",0
"OR13J1","brown",3
"OR14J1","green",5
"OR1A1","blue",2
"OR1A2","brown",3
"OR1B1","brown",3
"OR1E2","brown",3
"OR1F1","grey",0
"OR1F2P","grey",0
"OR1G1","brown",3
"OR1I1","brown",3
"OR1L3","green",5
"OR1M1","brown",3
"OR2B11","grey",0
"OR2B2","blue",2
"OR2C3","grey",0
"OR2D2","brown",3
"OR2H1","brown",3
"OR2L13","brown",3
"OR2L8","brown",3
"OR2T4","brown",3
"OR2T6","brown",3
"OR2V2","grey",0
"OR2W1","brown",3
"OR2W5","brown",3
"OR3A2","blue",2
"OR4D11","blue",2
"OR4D6","brown",3
"OR4E2","blue",2
"OR4K17","grey",0
"OR4K2","grey",0
"OR4N5","grey",0
"OR4S1","grey",0
"OR4X1","grey",0
"OR51A7","brown",3
"OR51B2","green",5
"OR51B5","brown",3
"OR51B6","green",5
"OR51E1","brown",3
"OR51E2","brown",3
"OR51G1","brown",3
"OR51I1","brown",3
"OR51L1","green",5
"OR51S1","brown",3
"OR51T1","brown",3
"OR52A4","green",5
"OR52B2","brown",3
"OR52E8","blue",2
"OR52K2","brown",3
"OR52M1","green",5
"OR52R1","brown",3
"OR56A4","brown",3
"OR56B4","green",5
"OR5A1","brown",3
"OR5A2","brown",3
"OR5AU1","blue",2
"OR5B12","brown",3
"OR5E1P","brown",3
"OR5W2","grey",0
"OR6A2","brown",3
"OR6B1","brown",3
"OR6B2","green",5
"OR6B3","brown",3
"OR6C2","blue",2
"OR6C74","green",5
"OR6K3","blue",2
"OR6M1","grey",0
"OR6N1","brown",3
"OR6S1","brown",3
"OR6V1","brown",3
"OR6X1","brown",3
"OR6Y1","brown",3
"OR7C1","brown",3
"OR7C2","brown",3
"OR7E156P","grey",0
"OR7G2","brown",3
"OR8B4","brown",3
"OR8B8","grey",0
"OR8D2","green",5
"OR8D4","brown",3
"OR8K1","grey",0
"OR8S1","blue",2
"OR9A4","brown",3
"OR9Q1","grey",0
"OR9Q2","brown",3
"ORAI1","green",5
"ORAI3","turquoise",1
"ORAOV1","grey",0
"ORC1L","turquoise",1
"ORC2L","turquoise",1
"ORC3L","turquoise",1
"ORC6L","turquoise",1
"ORMDL1","turquoise",1
"ORMDL2","turquoise",1
"ORMDL3","blue",2
"OS9","turquoise",1
